ID,TIME_MOVE,SUCESS
0.0,60169.0,1.0
1.5849625007211563,259.7142857142857,1.0
2.1375035237499347,254.33333333333334,1.0
2.1699250014423126,243.11111111111111,1.0
2.4128928137323955,263.5,1.0
2.584962500721156,301.6666666666667,1.0
2.722466024471091,282.42857142857144,1.0
2.895386018931,382.45454545454544,1.0
2.997855314453552,305.4,1.0
3.1375035237499347,359.0,1.0
3.1699250014423126,263.54545454545456,1.0
3.2168135835423914,380.1666666666667,1.0
3.412892813732396,419.6666666666667,1.0
3.480348519652156,407.375,1.0
3.722466024471091,313.3333333333333,1.0
3.801776084263548,420.0,1.0
3.997855314453552,441.42857142857144,1.0
4.169925001442312,388.8,1.0
4.480348519652156,337.0,1.0
4.722466024471092,363.0,1.0
4.801776084263548,404.75,0.75
4.997855314453552,408.6,1.0
