ID,TIME_MOVE,SUCESS
0.0,29716.0,1.0
1.5849625007211563,291.2857142857143,0.8571428571428571
2.1375035237499347,333.44444444444446,1.0
2.1699250014423126,279.44444444444446,1.0
2.4128928137323955,336.6666666666667,1.0
2.584962500721156,409.3333333333333,1.0
2.722466024471091,331.57142857142856,1.0
2.895386018931,449.1818181818182,1.0
2.997855314453552,352.73333333333335,1.0
3.1375035237499347,447.0,1.0
3.1699250014423126,360.72727272727275,1.0
3.2168135835423914,476.3333333333333,1.0
3.412892813732396,532.6666666666666,1.0
3.480348519652156,441.25,1.0
3.722466024471091,326.77777777777777,1.0
3.801776084263548,534.25,1.0
3.997855314453552,429.57142857142856,1.0
4.169925001442312,485.2,1.0
4.480348519652156,456.5,1.0
4.722466024471092,466.0,1.0
4.801776084263548,478.5,0.75
4.997855314453552,507.0,0.8
